id,difficulty,start_x,start_y,end_x,end_y,height,width,map
100056,03,015,025,027,009,064,064,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000011111101111111110000000000000000000000000000000000000000000000001111111111111102222222222224000000000000000000000000000000000000111111111111110200000000000000000000000000000000000000000000000011111111111111020000000000000000000000000000000000000000000000001111111111111102000000000000000000000000000000000000000000000000111111111111110200000000000000000000000000000000000000000000000011111111111111020000000000000000000000000000000000000000000000000000011111111102000000000000000000000000000000000000000000000000000001111111110200000000000000000000000000000000000000000000000000000111111111020000000011111111100000000000000000000000000000000000000000000002000000001111111110000000000000000000000000000000000000000000000201111111111111111111100000000000000000000000000000000011111111120111111111111111111110000000000000000000000000000000001111111112011111111111111111111000000000000000000000000000000000111111111201111111111111111111100000000000001111111000000000000011111111120111111111111111111110000000000000111111100000000000001111111112011111111111111111111000000000000011111110000000000000111111111301111111111111111111100000000000001111111000000000000011111111100111111100001111111110000000000000111111100000000000001111111110011111110000111111111000000000000011111110000000000000111111111001111111000000000000000000000000001111111000000000000000001111111111111100000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000000011111111111111000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000011110000000000111111111000000000000000000000000000000000000000001111000000000011111111100000000000000000000000000000000000000000111100000000001111111110000000000000000000000000000000000000000011111111111100111111111000000000000000000000000000000000000000001111111111110011111111100000000000000000000000000000000000000000000011111111000000111111111000000000000000000000000000000000000000001111111100000011111111100000000000000000000000000000000000000000111111110000001111111110000000000000000000000000000000000000000011111111000000111111111000000000000000000000000000000000000000001111111100000011111111100000000000000000000000000001111111000000111111110000001111111110000000000000000000011111000111111100000011111111000000111111111000000000000000000001111100011111110000000000000000000011111111100000000000000000000111110001111111000000000000000000001111111110000000000000000000011111000111111100000000000000000000000000000000000000000000000001111100011111111111100000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000001111111110000000000000000000000000111111111000000000000000000000111111111000000000000000000000000011111111100000000000000000000011111111100000000000000000000000001111111110000000000011111111101111111110000000000000000000000000111111111001111111001111111110111111111000000000000000000000000000000000000111111110111111111011111111100000000000000000000000000000000000011111111011111111101111111110000000000000000000000000000000000001111111101111111110111111111000000000000000000000000000001111110111111110111111111011111111100000000000000000000000000000111111011111111011111111100000000000000000000000000000000000000011111101111111001111111110000000000000000000000000000000000000001111110000000000111111111000000000000000000000000000000000000000111111
100057,03,055,025,044,052,064,064,0000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000001111111110000000000000000000000000000000000000011111000000000000111111111000000000000000000000000000000000000001111100000000000011111111100000000000000000000000000000000000000000001111111000001111111110000000000000000000000000000000000000000000111111100000111111111000000000000000000000000000000000000000000011111110000011111111100000000000000000000000001111100000000000001111111000001111111110000000000000000000000000111110000000000000111111100000111111111000000000000000111111100011111000000000000011111110000011111111100000000000000011111110001111100000000000001111111000000000000000000000000000001111111000111110000000000000000000000000000000000000000000000000111111100011111000000000000000000000011111110000000000111110000011111110001111100000000000000000000001111111000000000011111000001111111000111110000000000000000000000111111100000000001111100000111111100011111000000000000000000000011111110000000000111110000000000000000000000000000000000000000001111111000000000011111000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000011111001111000000000000000000000000000000000000000002222222222201111100111100000000000000000000000000000000000000000211111111120111110011110000000000000000000000000000000000000000021111111112011111001111000000000000000000000000000000000000000002111111111201111100111100000000000000000001111111111000000000000211111111130000000011110000000000000000000111111111100000111111121111111110000000000000000000000000000000011111111110000011111112111111111111111000000000000000000000000001111111111000001111111211111111111111100000000000000000000000000111111111100000111111121111111111111110000000000000000000000000011111111110000011111112111111111111111000000000000000000000000001111111111000001111111200000000111111100000000000000000000000000111111111100000111111120000000011111110000000000000000000000000011111111110000000000022000000001111111000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000111111100000000000000000000000000200000000000000000000000000000011111110000000000000000000000000020000000000000000000000000000001111111000000000000000000000000002000000000000000000000000000000111111100000000000000000000000000200000000000000000000000000000011111110000000000000000000000000020000000000000000000000000000001111111000000000000000000000000002000001111111110000000000000000111111100000000000000000000000000200000111111111000000000000000000000000000000000000000000000000020000011111111100000000000000000000000000000000000000000000000002000001111111111111100000000000000000000000000000000000000000000200000111111111111110000000000000000000000000000000000000000000020000011111111111111000000000000000000000000000000000000000000002000001111111111111100000000011111000000000000000000000000000000200000111111111111110000000001111100000000000000000000000000000020000011111111111111000000000111110000000000000000000000000111114000000000011111111100000000011111000000000000000000000000011111000000000001111111110000000001111100000000000000000000000001111100000000000111111111000000000000000000000000000000000000000111110111111111111100000000000000000000000000000000000000000000011111011111111111110000000000000000000000000000011111111100000000000001111111111111000000000000000000000000000001111111111110000000000111111111111100000000000000000000000000000111111111111000000000011111111111110000000000000000000000000000011111111111100000000001111111110000000000000000000000000000000001111111111110000000000111111111000000000000000000000000000000000111111111111000000000011111111100000000000000000000000000000000011111111100000000000001111111110000000000
100058,03,014,041,052,043,064,064,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000011111111111111110000000000000000000000000011111000000000000000001111111111111111000000000000000000000000001111100000000000000000111111111111111100000000000000000000000000111110000000000000000011111111111111110000000000000000000000000011111000000000000000001111111111111111000000000000000000000000001111100000000000000000111111111111111100000000000000000000000000000000000000000000000011111111111111110000000000000000000000000000000000000000000000001111111111111111000000000001111100000000000000000000000000000000111111111111111100000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100001111100000000000000000000000000000000000000000000000000111110000111110000011111110000000000000000000000000000000000000011111000011111000001111111000000000000000000000000000000000000001111100001111100000111111100000000000000000000000000000000000000111110000111110000011111110111110000000000000000000000000000000011111000000000000001111111011111000000000000000000000000000000000000000000000000000111111101111100000000000000000000000000000000000000000000000000011111110111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110001111111000000000000000000000000000000000000000000000000011111000111111100000000000000000000000000000000000000000000000001111100011111110000000000000000000000000000000000000000000000000000000001111111111102222222222222222222222222222222222222220000000000000111111111110211111110000000000000000000000000000002000000000000011111111111021111111000000000111111100000000000000200000000000001111111111102111111100000000011111110000000000000020000000000000000000111110211111110000000001111111000000000000002000000000000000000000000021111111000000000111111100000000000000200000000000000000000000002111111100000000011111110000000000000020000000000000000000000000311111110000000001111111000000000111112000000000000000000000000000000011111000000111111100000000011111200000000000000000000000000000111111100000000000000000000001111140000000000000000000000000000111111110000000000000000000000111110000000000000000000000000000011111111000000000000000000000011111000000000000000000011111110001111111100000000000000000000000000000000000000000000001111111000111111110000001111111110000000000000000000000000000000111111110011111111111110111111111000000000000000000000000000000011111111001111111111111011111111100000000000000000000000000000001111111100111111111111101111111110000000000000000000000000000000111111110011111111111110111111111000000000000000000000000000000011111111001111111111111011111111100000000000000000000000000000000111111100111111111111101111111110000000000000000000000000000000011111110011111111111110111111111000000000000000000000000000000000000000001111111111111011111111100111110000000000000000000000000000000000001111111111100000000000011111000000000000000000000000000000000000111111100000000000000001111100000000000000000000000000000000000011111110000000000000000111110000000000000000000000000000000000001111111000000000000000011111000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100059,03,034,039,009,059,064,064,0000000000000001111111000000000000000000000000001111111110000000000000000000000111111100000000000000000000000000111111111000000000000000000000011111110000000000000000000000000011111111100000000000000000000001111111000000000000000000000000001111111110000000000000000000000111111100111111111110000000000000111111111000000000000000000000011111110011111111111000000000000011111111100000000000000000000001111111001111111111100000000111111100000000000000000000000000000111111100111111111110000000011111110000000000000000000000000000011111110011111111111000000001111111000000000000000000000000000001111111000011111111100000000111111100000000000000000000000000000111111100001111111110000000011111110000000000000000000000000000000000000000111111111000000001111111000000000000000000000000000000000000000011111111100000000111111100000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000001111000000000000000000000000000111110000000000000000000000000000111100000000000000000000000000011111000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000001111111000000000000000000111111111110000000000000000000000000000111111100000000000000000011111111111000000000000000000000000000011111110000000000000000001111111111100000000000000000000000000001111111000000000000000000111111111110000000000000000000000000000111111100000000000000000011111111111000000011111000000000000000011111110000000000000000001111111111100000001111100000000000000001111111000000000000000000111111111110000000111110000000000000000000000000000000000000000011111111111000000011111000000000000000000000000000000000000000001111111111100000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000111112000000000000000000000000000000000000000000000000000000000011111200000000000000000000000000000000000000000000000000000000001111120000000000000000000000000000000000000000000000000000000000111112000000000000000000000000000000000000000000000000000000000011111200000000000000000000000000000111111000000000000000000000000000020000000000000000000000000000011111100000000000000000000000000002000000000000000000000000000001111111111100000000000000000000000200000000000000000000000000000111111111110000000000000000000000020000000000000000000000000000011111111111000000000000000000000002000000000000000000000000000001111111111100000000000000000022222200000000000000000000000000000111111111110000000000000000002111111100000000000000000000000000011111111111000000000002222222211111110000000000000000000000000001111111111100000000000211111001111111011111111100000000000000000001111111110000000000021111100111111101111111110000000000000000000111111111000000000002111110011111110111111111001111111110000000000000002222222222222211111001111111011111111100111111111000000000000000200000001111101111111111111101111111110011111111100000011111100040000000111110001111111110000111111111001111111110000001111110000000000011111000111111111000011111111100111111111000000111111000000000001111100011111111100001111111110011111111100000011111100000000000111110001111111110000111111111001111111110000001111110000000000000000000111111111000000111111100111111111000000
100060,03,018,007,050,062,064,064,0000000000000000000000000111111111000000000000000001111111000000000000000000000000000000011111111100000000000000000111111101111100000000000000000000000001111111110000000000000000011111110111110000000000000000000000000111111111000000000000000001111111011111000000000000000000000000011111111100000000000000000111111101111100000000000000000000001111111111110000000000000000011111110111110000000000000000000000111111111111000000000000000001111111000000000000000000000000300011111111111100000000000000000000000000000000001111100000000020001111111111110000000000000000000000000000000000111110000000002000111111100000000000000000000000000000000000000011111000000000200011111110000000000000000000000000000000000000001111100000000020001111111000000000000000000000000000000000000000111110000000002000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000001111100000000000000000020000000000000000000000000000000000000000111110000000000000000002000000000000000000000000000000000000000011111000000000000000000200000000000000000000000000000000000000001111100000000000000000020000000000000000000000000000000000000000111110000000000000000002000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000011111111100000000000000000000000020000000000000000000000000000001111111110000000000000000000000002000000000000000000000000000111111111111000000000000000000000000200000000000000000000000000011111111111100000000000000000000000020000000000000000000000000001111111111110000000000000000000000002000000000000000000000000000111111111111000000000000000000000000200000000000000000000000000011111111111100000000000000000000000020000000000000000000000000001111111111110000000000000000000000002000001111111000000000000000111111111111000000000000000000000000200000111111100000000000000011111111100000000000000000000000000020000011111110000000000000001111111110000000000000000000000000002000001111111000000000000000000000000000000000000000000000000000200000111111100000000000000000000000000000000000000000000000000020000011111110000000000000000000000000000000000000000000000000002000001111111001111100000000000000000000000000000000000000000000200000000000000111110000000000000000000000000000000000000000000020000000000000011111000000000000000000111111110000000000000000002000000111110001111100000000011111111111111111000000000000000000200000011111000111110000000001111111111111111100000000011111111120000001111100000000000000000111111111111111110000000001111111112000000111110000000000000000011111111111111111000000000111111111200000011111000000011111000001111111111111111100000000011111111120000000000000000001111100000111111111111111110000000001111111112000000000000000000111110000011111111111111111000000000111111111200000000000000000011111000001111111111111111100000000011111111120000000000000000001111111000111111111000000000000000001111111112000000000000000000111111100000001111100000000000000000111111111200000000000000000011111110000000000000000000000000000000111111120000000000011111111111111000000000000000000000000000000011111112000000000001111111111111100000000000000000000000000000001111111200000000000111111111111110000000000000000000000000000000000000020000000000011111111111111000000000000000000000000000000000000002000000000001111111000000000000000000000001111000000000000000000222220000000111111100000000000000000000000111100000000000000000111112222200011111110000000000000000000000011110000000000000000011111111120000000000000000000000000000000001111000000000000000001111111112000000000000000000000000000000000111100000000000000000111111111200000000000000000000000000000000000000000000000000000011111111120000000000000000000000000000000000000000000000000000001111111112000000000000000000000000000000000000000000000000000000111111111200000000000000000000000000000000000000000000011111110011111111120000000000000000000000000000000000000000000001111111001111111112000000000000000000000000000000000000000000000111111100111111111222222222222222222222222400000000000000000000011111110000000000000000000000000000000000000000000000000
100061,03,021,058,003,039,064,064,0000000000000000000000000000001111111110000011111110000000000000000000000000000000000000000000111111111000001111111000000000000000000000000000000000000000000011111111100000111111100000000000000000000000000000001111100000001111111110000011111110000000000000000000000000000000111110000000111111111000001111111000000000000000000000000000000011111000000011111111100000111111111110000000000000000000000000001111100000001111111110000000111111111000000000000000000000000000111110000000111111111000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000111111100000000000000000000000000011111111100000000000000000000011111110000000000000000000000000001111111110000000000000000000001111111000000000000000000000000000111111111000000000000000000000111111100000000000000000001111100011111111100000000000000000000011111110000000000000000000111110000111110000000000000000000000001111111000000000000000000011111000011111000001111100000000000000111111100000000000000000001111100001111100000111110000000000000000000000000000000000000000111110000111110000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000011111110000000011111000000000000000000000000000000000000000000001111111000000001111100000000000000000000000000000000000000000000111111100000000111110000000000000000000000000000000000000000000011111110000000011111000011111110000000000000000000000000000000001111111000000001111100001111111000000000000000000000000011111110111111100000000000001111111111100001111111000000000000001111111011111110000000000000111111111110000111111100000000000000111111100000000000000000000011111111111000011111110000000000000011111110000000000000000000001111111111100001111111000000000000001111111000000000000000000000111111111111111111111100000000000000111111100000000000000000000011110000000111111111110000000000000011111110000000000000000000001111000000011111111111000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000004200000000000000000111111100000000000000000000000000000000000000020000000000000000011111110000000000000000000000000000000000000002000000000000000001111111000000000000000000000000000000000000000200000000000000000111111100000000000000000000000000000000000000022222222222222200011111110000000000000000000000000000000000000111111111000000020000000000000000000000000000000000000000000000011111111100000002111111111000000000000000000000000000000000000001111111110000000211111111100000000000000000000000000000000000000111111111000000021111111110000000000000111111111000000000000000011111111100000002111111111000000000000011111111100000000000000001111111111111111211111111100000000000001111111110000000000000011111111111111111121111111110000001111111111111111000000000000001111111111111111112111111111000000111111111111111100000000000000111111111111111111211111111100000011111111111111110000000000000011111100000111111121111111110000011111111111111111000000000000001111110000011111112000000000111111111111111111111100000000000000111111000001111111200000000011111111111111111111110000000000000011111100000000000020000000001111111111111000000000000000000000001111110000000000002000000000111111111111000000000000000000000000111111000000000000222300000011111111111100000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100062,03,063,021,017,006,064,064,0000000000000000000000001111101111100000000000000000000000000000000000000000000000000000111110111110000000000000000000000000000000000000000000000000000011111011111000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000022222222222222222222222222222222222222222222220000000000000000000000000000000000000111110000000000000000000002000000000000000000000000000000000000011111000000000000000000000200000000000000000000000000000000000001111100000000000000000000020000000000000000000000000000000000000111110011111000000000000002000000000000000000000000000000000000011111001111100000000000000200000000000000000000000000000000000000000111111111000000000000020000000000000000000000000000000000000000011111111100000000000002000000000000000011111110000000000000000001111111110000000000000200000000000000001111111000000000000000000111111111000000000000020000000000000000111111100000000000000000011111111100000000000002000000000000000011111110000000000000000001111111110000000000000200000000000000001111111100000000000000000111111111000000000000020000000000000000111111110000000000000000011111111100000000000003000000000000000011111111000000011111110001111111110000000000000011110000000000000111111100000001111111000000000000000000000000001111000000000000011111110000000111111100000000000000000000000000111100000000000001111111000000011111110000000000000000000000000011110000000000000111111100000001111111000000000000000000000000001111000000000000000000000000000111111100000011111110000000000000000000000000000000000000000000011111110000001111111111111100000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000000011111111111111000000000000000000000000000000000000000000000000001111111111111100000011100000000000000000000000000000000000000000111111111111110000001110000000000000000000000000000000000000000011111111111111000000111000000000000000000000000000000000000000000011111111111100000011100000000000000111110000000000000000000000001111111111110000001110000000000000011111000000000000000000000000111111111111111111000000000000000001111100000000000000000000000111111111111111111100000000000000000111110000000000000000000000011111111111111111110000000000000000011111000000000000000000000001111111000111111111000000111110000000000000000000000000000000000111111100011111111100000011111000000000000000000000000000000000011111110001111111110000001111100000000000000000000000000000000001111111000111111111000000111110000000000000000000000000000000000111111100011111111100000011111000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000111111111111000000000000000000000000000000000000001111111110000011111111111100000000000000000000000000000000000000111111111000001111111111110000000000000000000000000000000000000011111111100000111111111111000000000000000000000000000000000000001111111110000011111111111100000000000000000000000000000000000000111111111000001111111111110000000000000000000001111100000000000011111111100000111111111111000000000000000000000111110000000000001111111110000011111111100000000000000000000000011111000000000000111111111000
100063,03,000,034,013,062,064,064,0000000000000000000000000001111111110001111111000000000000000000000000000000000000000000000111111111000111111100000000000000000000000000000000000000000000011111111100011111110000000000000000000000000000000000000000000001111111110001111111000000000000000000000000000000000000000000000111111111000111111100000000000000111100000000000000000000000000011111111100011111110000000000000011110000000000000000000000000001111111110001111111000000000000001111000000000000000000000000000111111111000000000000000000000000111100000000000000000000111111111111111100000000000000000000000011110000000000000000000011111110000000000000000000000000000000001111000000000000000000001111111000000000000000000000000000000000111100000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000001111111011111110000000000000000000000000000000000000000000000000111111101111111000001111111110000000000000000000000000000000000111111111111111100000111111111000000000000000000000000000000000011111111111111110000011111111100000000000000000000000000000000001111111111111111000001111111110000000000000000000000000000000000111111111111111100000111111111000000000000000000000000000000000011111111111111110000011111111100000000000000000000000000000000001111111110000000000001111111110000000000000000000000000000000000111111111000000000000111111111000000000000000000000000000000000011111111100000000000011111111100000000000000000000000000000000001111111110000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000111111111110000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000322221111111110000000000000000000000000000000000000000000000000000002111111111111111110000000000000111110000000000011111111111110000211111111111111111000000000000011111000000000001111111111111000021111111111111111100000000000001111100000000000111111111111100002111111111111111110000000000000111110000001111111111111111110000211111111111111111000000000000011111000000111111111111111111000022222220011111111100000000000000000000000011111111111111111100000000002001111111110000000000000000000000001111111111111111110000000000211111111111000000000000000000000000111111111000000000000000000021111111111100000000000000000000000011111111100000000001111100002111111111000000000000000000000000001111111110000000000111110000211111111100000000000000000000000000111111111111111000011111000021111111110000000000000000000000000011111111111111100001111100002111111111000000000000000000000000000000000011111110000111110000211111111100000000000000000000000000000000001111111000000000000021111111110000000000111111100000000000000000111111100000000000002111111111000000000011111110000000000000000000000000000000000000222200000000000000001111111111111100000000000000000000000000000000020000000000000000111111111111110000000000000000000000000000000002000000000000000011111111111111000000000000000000000000111111111200000000000000001111111111111100000001111111000000000011111111120000000000000000111111111111110000000111111100000000001111111112000000000000000000000001111111000000011111110000000000111111111200000000000000000000000111111100000001111111000000000011111111120000000000000000000000000000000000000111111100000000001111111112000000000000000000000000000000000000011111110000000000111111111200000000000000000000000000000000000001111111000000000011111111120000000000000000000000000000000000000000000000000000001111111114000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100064,03,040,054,045,026,064,064,0000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000011111111100000000000111110000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000111111011111111100000000000000000000000000000000000000000000000011111101111111110000011111110000000000000000111110000000000000001111110111111111000001111111000000000000000011111000000000000000111111011111111100000111111100000000000000001111100000000000000011111101111111110000011111110000000000000000111110000111111100001111110111111111000001111111000000000000000011111000011111110000111111000000000000000111111100000000000000000000000001111111000011111100000000000000011111110000000000000000000000000111111111111111110000000000000000000000000000000000000000000000011111111111000000000000000000000000000000000000000001111100000001111111111100000000000000000000000000000000000000000111110000000111111111110000000000000000000000000000000000000000011111000000000011111111000000000000000000000000000000000000000001111100000000001111111100000000000000000000000000000000000000000111110000011111111111110000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000000000000000000111111111111100000000000000000000000000000000000000002222240000011111110000000000000000000000000000000000000000000000200000000001111111000000000000000000000000000000000000000000000020000000000111111100000000000000000000000000000000000000000000002000111111111111110000000000000000000000000000000000000000000000200011111111111111000000000000000000000000000000000000000000000020001111111111111100000000000000000000000000000000000000000000002000111111111111110000000000000000000000000000000000000000000000200011111111111111111111000000000000000000000000000000000000000020001111111110011111111100000000000000000000000000000000000000002000111111111001111111110000000000000000000000000000000000000000200011111111111111111111000000000000000000000000000000000000000020001111111111111111111100000000000000000000000000000000000000002000000000001111111111110000000000000000000000000001111111000000200000000000111111111111000000000000000000000000000111111100000020000000000011111111111100111111100000000000000000011111110000002000000000001111111111110011111110000000000000000001111111000000200000000000111111100000001111111000000000000001111111111100000020000111110000000000000000111111100000000000000111111111110000002000011111000000000000000011111110000000000000011111111111000000200001111100000000000000001111111000000000000001111111110000000020000111110000000000000000111111100000000000000111111111000000002000011111000000000000000000000000000000000000011111111100000000200000000000000000000000000000000000000000000001111111110000000020000111111111000000000000000000000000000000000111111111000000002000011111111100000000000000000000111111100000011111111100000000200001111111110000000000000000000011111110000000000000000000000020000111111111000000000000000000001111111000000000000000000000002000011111111100000000000000000000111111100000000000000000000000300001111111110000000000000000000011111110000000000000000000000000000111111111000000000011111111111111111000000011111110000000000000011111111111111110001111111111111111100000001111111000000000000001111111111111111000111111111100000000000000111111100000000000000000000000111111100011111111110000000000000011111110000000000000000000000011111110001111111111000000000000001111111000000000000000000000001111111000111111111100000000000000111111100000000000000000000000111111100011111111110000000000000011111110000000000000000000000011111110001111100000000000000000000000000000000000000000000000000000000000
100065,03,030,042,061,057,064,064,0000000000000000001111111111000000000000000000000000000111110000000000000000000000111111111100000000000000000000000000011111000000000000000000000011111111110000000000000000000000000001111100000000000000000000001111111111000000000000000000000000000111110000111111111000000000111111111100000000000000000000000000000000000011111111100000000011111110000000000011111110000000000000000000001111111110000000001111111000000000001111111000000000000000000000111111111000000000000000000000011111111111100000000000000000000011111111100000000011111110000001111111111111111110000000000000001111111110000000001111111000000111111111111111111000111110000000111111111111100000111111100000011111111111111111100011111000000011111111111110000011111110000001111111111111111110001111100000001111111111111000001111111000001111111100111111111000111110000000000000001111111000111111100000111111110011111111100011111000000000000000111111100011111110000011111110001111111110000000000000000000000000111110000000000000001111111000111111111000000000000000000000000011111000000000000000111111100011111111100000000000000000000000001111100000000000000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000111110000000000000000000000000000000000111111111000000000000000011111000000000000000000000000000000000011111111100000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000011111000000000000000000000000000000000000000011111000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000001111100000000000000000000000000000000000000000111111111111000000111110000000000000000111111100000000011111000011111111111100000011111000000000000000011111110000000001111100001111111000000000001111100000000000000001111111000000000111110000111111100000000000111110000000000000000111111100000000011111000011111110000000000000000000000000000000011111110000001111111110001111111000000000011111111100003000000001111111000000111111111000111111100000000001111111110000200000000111111100000011111111100011111110000000000111111111000020000000000000000000001111111110001111111000000000011111111100002000000000000000000000111111111000000000000000000001111111110000200000000000000000000011111111100000000000000000000111111111000020000000000000000000001111111110000000000000000000011111111100002000000000000000000000111111111000000000000000000001111111110000200000000000000000000011111111100000000000000000000111111111000022222222222222222222222222222222000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000001111100000000000000000000200000000000000000000000000000000000000111110000000000000111111120000000000000000000000000000000000000011111000000000000011111112000000000000000000000000000000000000001111100000000000001111111400000000000000000000000000000000000000111110000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
